x,y,depth,temperature,pressure
7073.965825,4854.9757,2768.6482750000005,108.93636,274.85834
7095.096674999999,4900.291025,2781.0602000000003,109.35152,276.02792
7116.22755,4945.60645,2796.468625,109.86581,277.48102
7137.358400000001,4990.921875,2812.2150625,110.39432,278.96576
7158.48925,5036.237300000001,2829.0792250000004,110.96009,280.55527
7179.6201249999995,5081.5527250000005,2847.6976624999998,111.58333,282.30923
7200.7511,5126.86815,2867.085825,112.23274,284.13544
7221.8822,5172.183575,2886.3320625000006,112.87788,285.94757
7243.013174999999,5217.499025000001,2904.6237375,113.49132,287.66898
7264.14405,5262.81445,2922.11325,114.07845,289.31476
7285.2749,5308.1298750000005,2938.6784375,114.63451,290.87274
7306.40575,5353.4452,2952.7944624999996,115.10818,292.19919
7327.536625000001,5398.760375,2963.827575,115.4789,293.23486
7348.667474999999,5444.075674999999,2972.6746125,115.77659,294.06415
7369.798350000001,5489.391124999999,2981.5143875000003,116.07412,294.89249
7390.929325000001,5534.70655,2993.5412499999998,116.47769,296.02097
7412.060425000001,5580.021975,3010.3476125,117.04047,297.59988
7433.191425000001,5625.3374,3027.1705750000006,117.60405,299.1796
7454.322275,5670.652824999999,3040.3255875000004,118.04528,300.41373
7475.453125000001,5715.96825,3051.422475,118.4172,301.4549
7496.583975,5761.283675000001,3061.2355875000003,118.7457,302.37567
7517.71485,5806.599125000001,3069.832875,119.03369,303.18243
7538.845700000001,5851.9145499999995,3077.3187375,119.28448,303.88498
7559.976549999999,5897.22985,3083.3761875,119.48762,304.45334
7581.107424999999,5942.54505,3088.4364,119.65711,304.92834
7602.238525,5987.86035,3092.7825250000005,119.80125,305.33649
4788.77345,72.675446,2141.3084,87.925781,215.81709
4809.9043,117.99083625,2140.2429625,87.890961,215.71277
4831.035275,163.30622,2140.4161999999997,87.896637,215.72522
4852.166375000001,208.62160749999998,2141.7225875,87.940338,215.84457
4873.29735,253.9370025,2143.3638124999998,87.995132,215.99583
4894.428225,299.2524,2144.96985,88.048859,216.14384
4915.559075,344.56778,2146.3668749999997,88.096268,216.27206
4936.68995,389.88316,2148.3608625,88.163704,216.45866
4957.8207999999995,435.19856,2152.0299,88.286209,216.80624
4978.95165,480.51395249999996,2157.0220625,88.452888,217.27986
5000.082525,525.8293375000001,2162.6591875000004,88.641533,217.81464
5021.213375000001,571.144715,2169.0976375,88.856918,218.42662
5042.344475,616.460115,2175.8564375,89.083359,219.06982
5063.475575,661.775515,2182.3058000000005,89.297569,219.68307
5084.606449999999,707.0908850000001,2184.7099,89.333923,219.90857
5211.3916,978.983225,2094.3647374999996,86.381462,211.19215
5232.5227,1024.29861,2097.4199125,86.457031,211.48123
5253.653824999999,1069.614025,2099.4591499999997,86.526207,211.67293
5274.784675,1114.9294249999998,2100.716725,86.570168,211.79034
5295.915525,1160.244775,2101.5364125,86.597015,211.8656
5317.046375,1205.560175,2101.1452,86.584625,211.8243
5338.17725,1250.8755999999998,2100.4133625,86.562218,211.74994
5359.3081,1296.190975,2105.4420999999998,86.727615,212.22729
5380.43895,1341.5063499999999,2117.3123125,87.118767,213.3598
5401.569825,1386.821725,2128.1895999999997,87.481491,214.3969
5422.7008,1432.1371,2136.5654624999997,87.763634,215.19437
5443.831899999999,1477.4525250000002,2145.0766875,88.048874,216.00494
5464.962875,1522.7679249999999,2155.12655,88.385086,216.96275
5486.09375,1568.0832749999997,2166.4428749999997,88.762367,218.0417
5507.224625,1613.398675,2176.8450875,89.110939,219.03342
5528.355475,1658.7141,2185.5732,89.40358,219.86504
5549.486325,1704.0294749999998,2192.860825,89.648598,220.5584
5570.617175000001,1749.34485,2199.279725,89.863098,221.16876
5591.748050000001,1794.660225,2205.1202249999997,90.059128,221.72406
5612.8790500000005,1839.9756000000002,2210.1544625,90.2304,222.20219
5634.01015,1885.2910249999998,2214.1257625,90.364845,222.57922
5655.141124999999,1930.606425,2217.5885375,90.480911,222.90808
5676.271975,1975.9217749999998,2222.0127875,90.630165,223.32895
5697.402825,2021.2371999999998,2229.3570875,90.874466,224.02933
5718.533675000001,2066.5525749999997,2238.2670625,91.171143,224.87965
5739.6645499999995,2111.867925,2245.594825,91.417564,225.57893
5760.795425,2157.18335,2251.7470000000003,91.624435,226.16559
5781.926275,2202.498775,2257.614625,91.821533,226.72464
5803.05725,2247.81415,2262.6958625,91.991867,227.20837
5824.18835,2293.129525,2266.9291749999998,92.134262,227.61084
5845.31935,2338.4449,2271.334925,92.282341,228.02934
5866.450200000001,2383.7602500000003,2277.3924500000003,92.484123,228.60541
5887.58105,2429.075675,2285.129425,92.741684,229.34204
5908.711925,2474.391125,2293.5437,93.022575,230.14371
5929.842775,2519.7065500000003,2302.0541625,93.307671,230.9547
5950.9736250000005,2565.0219,2310.5143875,93.591911,231.76073
5972.104474999999,2610.3372,2319.3702,93.888824,232.60428
5993.2354749999995,2655.652575,2328.4195874999996,94.192314,233.46584
6014.366575000001,2700.968025,2337.1485125,94.48571,234.29657
6035.49755,2746.2834500000004,2346.7872374999997,94.808388,235.21394
6056.628425,2791.598875,2356.8518,95.144966,236.17084
6077.759275,2836.9142500000003,2365.640775,95.439888,237.00523
6098.890149999999,2882.2295500000005,2373.9092749999995,95.716805,237.78978
6120.020999999999,2927.544925,2382.7335875,96.01207,238.62715
6141.151850000001,2972.8603500000004,2392.0534374999997,96.324333,239.51138
6162.282725,3018.175775,2401.242675,96.632576,240.38242
6183.413699999999,3063.4912249999998,2410.6311,96.947739,241.27141
6204.5448,3108.8066000000003,2421.524325,97.31311,242.30148
6225.675775,3154.1219,2434.58875,97.750732,243.53592
6246.8066499999995,3199.4372500000004,2449.9899249999994,98.266037,244.99208
6267.9375,3244.752675,2466.8658124999997,98.829262,246.58997
6289.06835,3290.0681250000002,2480.2455124999997,99.275719,247.85564
6310.199225,3335.3835500000005,2485.6952875,99.459755,248.36545
6331.330075,3380.6989,2485.6168875,99.460083,248.34956
6352.46095,3426.0142,2485.59215,99.461708,248.34061
6373.591925,3471.329575,2490.3668499999994,99.621193,248.79028
6394.723025000001,3516.6450250000003,2499.6800625,99.931427,249.67195
6415.854000000001,3561.96045,2510.3070374999998,100.28661,250.67712
6436.98485,3607.275875,2479.7190249999994,99.261375,247.75906
6479.246575,3697.90655,2537.3104375,101.19108,253.2187
6500.37745,3743.2219250000003,2544.693625,101.43894,253.91013
6521.5082999999995,3788.53735,2552.4612749999997,101.69906,254.6362
6542.63915,3833.852775,2560.985725,101.98459,255.43279
6563.77015,3879.168225,2571.0067,102.31959,256.37399
6584.901249999999,3924.4836,2581.514175,102.67029,257.36115
6606.032225,3969.7989000000002,2590.7864874999996,103.00005,258.2294
6627.163075,4015.11425,2600.3925624999997,103.32116,259.1315
6648.293949999999,4060.429675,2610.3924125,103.65542,260.0723
6669.424799999999,4105.745125,2619.6955625,103.96765,260.94806
6690.555650000001,4151.06055,2627.4666875,104.22928,261.6767
6711.686525000001,4196.375975,2633.4464249999996,104.43372,262.23212
6732.8173750000005,4241.691425,2639.1365499999997,104.62619,262.75833
6753.94835,4287.00685,2645.3226875,104.83157,263.33005
6838.472175000001,4468.268075,2693.5970125000003,106.41263,267.8287
6859.603025,4513.583500000001,2696.9969625000003,106.54725,268.13641
6880.733875000001,4558.898925,2721.0652625000002,107.33863,270.40747
6901.86475,4604.21435,2723.2402749999997,107.41996,270.60605
6922.995625,4649.529775,2727.5156500000003,107.56382,271.00241
6944.1266,4694.845225000001,2732.8732999999997,107.74333,271.50195
6965.2577,4740.16065,2738.2119875000003,107.92158,272.00082
6986.388674999999,4785.4760750000005,2744.6238999999996,108.13631,272.60077
7007.519525,4830.7915,2752.6298749999996,108.40395,273.34973
7028.650375000001,4876.1068000000005,2761.9122,108.71451,274.22095
7049.78125,4921.4220000000005,2773.69915,109.10873,275.33096
7070.912125,4966.737300000001,2788.8419125,109.61395,276.75885
7092.042975,5012.0527250000005,2805.0677875,110.15652,278.28912
7113.173825,5057.36815,2822.098975,110.72723,279.89514
7134.304675000001,5102.683575,2840.927525,111.3588,281.66934
7155.435800000001,5147.999025000001,2861.364575,112.04354,283.59473
7176.566900000001,5193.31445,2881.5310249999998,112.71939,285.49384
7197.697749999999,5238.6298750000005,2900.4167,113.35279,287.27121
7218.828624999999,5283.945325,2919.5450000000005,113.993,289.07153
7239.959475,5329.2607499999995,2937.6677624999998,114.59919,290.77682
7261.090325000001,5374.576174999999,2952.5673499999994,115.09918,292.1774
7282.221175000001,5419.891475,2964.3422874999997,115.49472,293.28268
7303.3520499999995,5465.20665,2973.7614375000003,115.81186,294.16608
7324.482925,5510.521975,2983.3131375000003,116.13351,295.06177
7345.614024999999,5555.8374,2996.5853374999997,116.57935,296.30731
7366.7451249999995,5601.152824999999,3015.67445,117.21746,298.10037
7387.875975000001,5646.46825,3034.4248375,117.84385,299.86151
7409.00685,5691.783675000001,3048.0065625,118.29963,301.13617
7430.137700000001,5737.099125000001,3058.8159125,118.66235,302.15009
7451.26855,5782.4145499999995,3068.2330500000003,118.97781,303.03342
7472.399425,5827.729974999999,3076.6595,119.26008,303.82407
7493.530275000001,5873.045425,3084.2315625,119.51356,304.53448
7514.6611250000005,5918.360850000001,3090.4321250000003,119.72137,305.11612
7535.7921,5963.67615,3095.4211250000003,119.8885,305.58441
7556.9232250000005,6008.99145,3099.3901875,120.02055,305.95712
4722.32715,48.490967,2141.739825,87.940392,215.86804
4743.458025,93.80635875,2140.7531500000005,87.908264,215.76935
4764.588875,139.1217475,2139.9721125,87.882538,215.69081
4785.719975,184.437135,2140.3047625,87.893547,215.71823
4806.8510750000005,229.75252500000002,2141.6751624999997,87.939041,215.8441
4827.981925,275.06792,2143.1314125,87.987602,215.97804
4849.1127750000005,320.3833125,2144.189125,88.023369,216.07364
4870.24365,365.6986925,2145.6116875000002,88.071609,216.20349
4891.374525,411.01408,2148.1600499999995,88.157181,216.44206
4912.505375,456.32947249999995,2151.919,88.282791,216.79767
4933.636225,501.6448725,2156.5675375,88.438148,217.23862
4954.767075000001,546.960265,2161.659825,88.608734,217.72127
4975.898075,592.275635,2167.8636625,88.816452,218.31038
4997.029175,637.5910349999999,2174.9192749999997,89.052879,218.98174
5018.160150000001,682.906435,2182.4626625,89.305183,219.6993
5039.291025,728.2218049999999,2189.8264125,89.551086,220.3997
5060.421874999999,773.537205,2196.9114000000004,89.790283,221.07471
5081.552725,818.8525999999999,2204.7478625,90.01828,221.82092
5229.46925,1136.0602999999999,2103.5092125,86.68718,212.05954
5250.6001,1181.3757,2105.6294375,86.732758,212.25909
5271.73095,1226.691075,2105.6304375,86.734703,212.25517
5292.861825,1272.006475,2106.3250500000004,86.759552,212.31746
5313.992675,1317.3218749999999,2112.9335250000004,86.977417,212.94603
5335.123525,1362.63725,2124.2040125000003,87.348755,214.0213
5356.254499999999,1407.9526500000002,2133.3818375,87.655914,214.89543
5377.385625,1453.2680249999999,2140.2109875,87.886406,215.54453
5398.5166,1498.5834,2147.8752750000003,88.143082,216.27353
5419.64745,1543.8988,2157.935,88.47821,217.23204
5440.778325,1589.2142000000001,2169.059025,88.849304,218.29259
5461.909174999999,1634.529575,2179.1292625,89.186996,219.25226
5483.04005,1679.844975,2187.7837624999997,89.477509,220.07663
5504.170900000001,1725.160375,2195.2758625,89.729233,220.7897
5525.30175,1770.4757749999999,2201.884575,89.950142,221.41833
5546.432749999999,1815.7911750000003,2207.825575,90.149017,221.9832
5567.5638500000005,1861.1065250000001,2213.2937625,90.333199,222.50281
5588.6948250000005,1906.4219249999999,2217.748575,90.4841,222.92592
5609.825674999999,1951.7373249999998,2221.6359249999996,90.615013,223.29546
5630.95655,1997.0527000000002,2226.6225375000004,90.781448,223.77019
5652.0874,2042.368125,2233.36005,91.006897,224.41234
5673.21825,2087.6835,2240.1279875,91.234085,225.05769
5694.349125000001,2132.9988249999997,2245.6598125000005,91.42054,225.58514
5715.479975,2178.314225,2251.2610124999997,91.608215,226.11916
5736.61095,2223.6296500000003,2257.0927375,91.803154,226.67488
5757.742050000001,2268.945075,2262.3764,91.981163,227.17776
5778.873050000001,2314.2605,2266.929225,92.135002,227.61067
5800.003925,2359.575875,2271.5177875,92.288513,228.04683
5821.134775,2404.8912,2277.271025,92.480438,228.59389
5842.265625000001,2450.2065500000003,2284.3634375,92.716576,229.26894
5863.396475,2495.521975,2292.0303750000003,92.972481,229.99918
5884.52735,2540.8374,2299.7507625000003,93.231483,230.7345
5905.658200000001,2586.152825,2307.444975,93.489792,231.46738
5926.789175,2631.4682000000003,2315.8235,93.770935,232.26538
5947.9203,2676.7835,2325.0189375,94.0793,233.14095
5969.051275,2722.098875,2334.736225,94.405006,234.06596
5990.182125,2767.414325,2345.06275,94.750076,235.04883
6011.312974999999,2812.7297500000004,2354.539125,95.066963,235.94986
6032.44385,2858.045175,2362.1500625,95.322983,236.67203
6053.574725,2903.360525,2369.3678374999995,95.565407,237.35599
6074.705574999999,2948.6758250000003,2377.5805625000003,95.840111,238.13477
6095.8364249999995,2993.9912249999998,2386.593575,96.14164,238.98969
6116.9674,3039.3066500000004,2396.049,96.458191,239.88611
6138.0985,3084.6220749999998,2405.805025,96.785477,240.81052
6159.229474999999,3129.9375,2416.971075,97.160217,241.86755
6180.36035,3175.252875,2430.5191375,97.61425,243.14865
6201.491225,3220.5681999999997,2446.3957499999997,98.145706,244.65091
6222.622075000001,3265.8835500000005,2463.462525,98.715477,246.26704
6243.752925000001,3311.198975,2476.0269125,99.135628,247.45537
6264.883775,3356.5144,2480.92475,99.301987,247.91397
6286.01465,3401.829825,2481.830375,99.334496,247.99124
6307.14565,3447.1452,2482.926275,99.37204,248.08739
6328.27675,3492.4605,2486.98965,99.508034,248.46901
6349.407725,3537.775875,2495.4191874999997,99.789803,249.26678
6370.5385750000005,3583.091325,2468.12735,98.871544,246.66309
6391.669425000001,3628.40675,2516.10925,100.4817,251.22105
6412.800275,3673.722175,2525.1821875000005,100.78415,252.07547
6433.93115,3719.0375249999997,2533.8343374999995,101.07339,252.88838
6455.062025,3764.352825,2542.0561749999997,101.3488,253.65988
6476.192874999999,3809.668225,2551.2147875,101.6547,254.51764
6497.323724999999,3854.98365,2560.3064375000004,101.96024,255.36827
6518.454825,3900.299075,2570.4949375,102.30286,256.32626
6539.58595,3945.6144999999997,2581.55395,102.67305,257.36865
6560.716799999999,3990.929875,2611.590875,103.66232,260.21036
6581.84765,4036.2452,2622.761575,104.04556,261.26215
6666.371074999999,4217.50685,2677.1178250000003,105.8362,266.3689
6687.50195,4262.8222749999995,2684.1930125,106.06087,267.02438
6708.633049999999,4308.137699999999,2690.92485,106.26562,267.64462
6729.76415,4353.453125,2696.1746000000003,106.44215,268.10715
6750.895025,4398.76845,2700.7599625,106.62222,268.52432
6772.025875000001,4444.08375,2714.7694375,107.10835,269.83688
6793.156750000001,4489.39905,2715.916875,107.15237,269.93619
6814.2876,4534.71435,2717.4183749999997,107.22269,270.06967
6835.418450000001,4580.029775,2719.2712374999996,107.28682,270.23831
6856.549325000001,4625.345225,2721.4771625,107.3612,270.43942
6877.6801749999995,4670.66065,2724.978825,107.4785,270.76291
6898.811274999999,4715.9760750000005,2729.4224125,107.6275,271.17621
6919.9423750000005,4761.2915,2734.5417875000003,107.79932,271.65421
6941.0732499999995,4806.606925,2740.7097125,108.00542,272.2308
6962.2041,4851.92235,2747.6788125,108.23877,272.88205
6983.33495,4897.237775,2755.8446500000005,108.51247,273.64774
7004.465825,4942.5531,2767.5327,108.90269,274.74728
7025.596674999999,4987.8684,2782.5508875,109.4042,276.16254
7046.72755,5033.1837,2797.8601625000006,109.91587,277.60611
7067.858400000001,5078.499025000001,2814.0155625,110.45727,279.12939
7088.989375000001,5123.81445,2833.070275,111.09344,280.92578
7110.120499999999,5169.1298750000005,2855.057825,111.82872,282.99826
7131.251475000001,5214.445325,2876.7434500000004,112.55602,285.04089
7152.3823250000005,5259.7607499999995,2896.2126,113.21008,286.8736
7173.513174999999,5305.076174999999,2915.71725,113.86361,288.70947
7194.64405,5350.391599999999,2933.8711999999996,114.47133,290.41788
7215.7749,5395.707025,2949.1947,114.98532,291.85886
7236.90575,5441.02245,2962.4523375000003,115.43061,293.10406
7258.036625000001,5486.337750000001,2973.5617125,115.80473,294.14621
7279.167600000001,5531.653075,2984.5337,116.17445,295.17563
7300.2987,5576.968374999999,3000.460275,116.70836,296.67093
7321.429675000001,5622.283675000001,3021.41545,117.40873,298.63937
7342.560550000001,5667.599125000001,3040.3443500000003,118.04254,300.41739
7363.691425000001,5712.9145499999995,3055.0166750000003,118.53437,301.79474
7384.822275,5758.229974999999,3066.3682875000004,118.91505,302.85974
7405.953125000001,5803.545425,3075.292175,119.21458,303.69653
7427.083975,5848.860850000001,3083.4002,119.48611,304.45694
7448.21485,5894.176275000001,3090.9308874999997,119.73808,305.16315
7469.345825,5939.4917000000005,3097.4267,119.95564,305.77261
7490.476924999999,5984.807124999999,3102.5052000000005,120.12606,306.24939
7511.607925,6030.12255,3106.553825,120.26068,306.62958
4677.011725,69.62187899999999,2140.8887750000004,87.913216,215.79134
4698.142575,114.93726974999998,2140.964175,87.915771,215.79536
4719.27355,160.25265749999997,2141.01605,87.917831,215.79593
4740.40465,205.56804749999998,2141.847575,87.945679,215.87038
4761.53565,250.8834425,2143.2074000000002,87.990723,215.99483
4782.666500000001,296.1988325,2144.50355,88.033745,216.11324
4803.79735,341.5142175,2145.3432,88.062607,216.18857
4824.928225,386.82960499999996,2147.300975,88.128166,216.37019
4846.059075,432.14499249999994,2150.222425,88.225777,216.64394
4867.18995,477.46037750000005,2153.281,88.328674,216.9319
4888.3207999999995,522.77577,2157.151825,88.458199,217.29776
4909.451775,568.09117,2161.6802749999997,88.610168,217.72644
4930.5829,613.406555,2167.7790124999997,88.81382,218.3056
4951.713875,658.7219399999999,2175.3677749999997,89.067162,219.0273
4972.844725,704.03734,2183.32245,89.333069,219.78384
4993.975575,749.352725,2190.6688,89.579514,220.48195
5015.106449999999,794.66811,2197.8275624999997,89.819855,221.16307
5036.237300000001,839.9835075000001,2206.2753125,90.102402,221.96759
5057.36815,885.2988875000001,2216.3261375,90.43882,222.92567
5078.499025,930.6142700000001,2225.770025,90.719124,223.8255
5226.415525,1247.8220000000001,2112.2229625,86.980942,212.88849
5247.546375,1293.1374,2115.3116750000004,87.057289,213.18056
5268.67725,1338.452775,2122.282525,87.288559,213.8436
5289.808225000001,1383.7681499999999,2130.0687,87.548492,214.58499
5310.939325000001,1429.083575,2136.9397875,87.778633,215.23828
5332.070325000001,1474.398975,2143.1679,87.987846,215.82936
5353.201174999999,1519.7143250000001,2150.9737375,88.247749,216.57164
5374.332025,1565.0297,2161.0492624999997,88.582893,217.5312
5395.462875,1610.3451,2171.445675,88.930199,218.52164
5416.59375,1655.6605,2180.9441749999996,89.248421,219.42636
5437.724625,1700.9759,2189.4474,89.533165,220.23602
5458.855475,1746.291275,2197.0557375,89.788452,220.96024
5479.98645,1791.606675,2203.8404625,90.015884,221.60582
5501.11755,1836.9221000000002,2209.875275,90.218742,222.17987
5522.248525,1882.2374750000001,2215.44355,90.405838,222.70905
5543.379375,1927.55285,2220.286975,90.568535,223.16911
5564.510249999999,1972.868225,2224.8836125,90.723808,223.60629
5585.641124999999,2018.1835999999998,2229.9401125,90.892967,224.08763
5606.771975,2063.499025,2235.3698125,91.074547,224.60481
5627.902825,2108.81445,2240.0064375,91.230621,225.04643
5649.033675000001,2154.1297999999997,2243.8974375000003,91.362068,225.41692
5670.164675000001,2199.445125,2248.821775,91.527069,225.88608
5691.2957750000005,2244.7605,2254.612175,91.720985,226.43771
5712.42675,2290.075925,2260.4179,91.915581,226.99046
5733.5576249999995,2335.39135,2265.7345874999996,92.094093,227.49644
5754.688475000001,2380.7067749999997,2270.8833125,92.267586,227.98622
5775.81935,2426.022175,2276.7239125,92.462723,228.54161
5796.950200000001,2471.337475,2283.412325,92.685844,229.17799
5818.08105,2516.652825,2290.53025,92.923409,229.85573
5839.211925,2561.96825,2297.7235,93.164368,230.54056
5860.342775,2607.2836749999997,2305.0205625,93.408623,231.23532
5881.473875000001,2652.5991249999997,2312.777075,93.668175,231.97389
5902.604975,2697.9145,2321.6594875,93.9655,232.81976
5923.73585,2743.2298499999997,2331.6641,94.300392,233.77231
5944.8667000000005,2788.545225,2341.2032875,94.620422,234.67995
5965.99755,2833.8606,2349.0811249999997,94.885117,235.42851
5987.128425,2879.1760249999998,2355.509425,95.101494,236.0381
6008.259275,2924.49145,2362.140275,95.324379,236.66591
6029.390149999999,2969.8068,2370.055925,95.589012,237.416
6050.520999999999,3015.1222,2378.7070125000005,95.878807,238.23654
6071.652100000001,3060.437575,2388.1544625,96.195427,239.13188
6092.783200000001,3105.752925,2398.5258875,96.543144,240.11469
6113.914049999999,3151.06835,2410.8213375,96.95491,241.28027
6135.044924999999,3196.383775,2425.4690124999997,97.445084,242.66681
6156.175775,3241.6991749999997,2441.5713875,97.98381,244.19188
6177.3066499999995,3287.01455,2457.79615,98.526253,245.72925
6198.4375,3332.3298999999997,2470.120125,98.939049,246.89438
6219.56835,3377.6452499999996,2475.918475,99.135094,247.439
6240.699225,3422.960675,2478.91065,99.2369,247.7162
6261.830324999999,3468.2761249999994,2482.4485000000004,99.355385,248.04477
6282.9614249999995,3513.5914999999995,2486.8597750000004,99.503922,248.45764
6304.092275000001,3558.9068499999994,2494.7990125,99.766853,249.20781
